"Step","stoic-sweep-10 - train_loss_step","stoic-sweep-10 - train_loss_step__MIN","stoic-sweep-10 - train_loss_step__MAX","wobbly-sweep-9 - train_loss_step","wobbly-sweep-9 - train_loss_step__MIN","wobbly-sweep-9 - train_loss_step__MAX","different-sweep-8 - train_loss_step","different-sweep-8 - train_loss_step__MIN","different-sweep-8 - train_loss_step__MAX","fresh-sweep-7 - train_loss_step","fresh-sweep-7 - train_loss_step__MIN","fresh-sweep-7 - train_loss_step__MAX","vague-sweep-6 - train_loss_step","vague-sweep-6 - train_loss_step__MIN","vague-sweep-6 - train_loss_step__MAX","autumn-sweep-5 - train_loss_step","autumn-sweep-5 - train_loss_step__MIN","autumn-sweep-5 - train_loss_step__MAX","peachy-sweep-4 - train_loss_step","peachy-sweep-4 - train_loss_step__MIN","peachy-sweep-4 - train_loss_step__MAX","resilient-sweep-3 - train_loss_step","resilient-sweep-3 - train_loss_step__MIN","resilient-sweep-3 - train_loss_step__MAX","crimson-sweep-2 - train_loss_step","crimson-sweep-2 - train_loss_step__MIN","crimson-sweep-2 - train_loss_step__MAX","legendary-sweep-1 - train_loss_step","legendary-sweep-1 - train_loss_step__MIN","legendary-sweep-1 - train_loss_step__MAX"
"11","2.3019285202026367","2.3019285202026367","2.3019285202026367","2.302107810974121","2.302107810974121","2.302107810974121","2.304347276687622","2.304347276687622","2.304347276687622","2.302110433578491","2.302110433578491","2.302110433578491","2.3052244186401367","2.3052244186401367","2.3052244186401367","2.307021141052246","2.307021141052246","2.307021141052246","2.302724599838257","2.302724599838257","2.302724599838257","2.30790114402771","2.30790114402771","2.30790114402771","2.3038339614868164","2.3038339614868164","2.3038339614868164","2.2954232692718506","2.2954232692718506","2.2954232692718506"
"12","2.3040997982025146","2.3040997982025146","2.3040997982025146","2.303682327270508","2.303682327270508","2.303682327270508","2.3027286529541016","2.3027286529541016","2.3027286529541016","2.3031058311462402","2.3031058311462402","2.3031058311462402","2.30214262008667","2.30214262008667","2.30214262008667","2.3026866912841797","2.3026866912841797","2.3026866912841797","2.303375244140625","2.303375244140625","2.303375244140625","2.314954996109009","2.314954996109009","2.314954996109009","2.299285888671875","2.299285888671875","2.299285888671875","2.2944915294647217","2.2944915294647217","2.2944915294647217"
"13","2.2983386516571045","2.2983386516571045","2.2983386516571045","2.3049657344818115","2.3049657344818115","2.3049657344818115","2.307107925415039","2.307107925415039","2.307107925415039","2.3016321659088135","2.3016321659088135","2.3016321659088135","2.3027875423431396","2.3027875423431396","2.3027875423431396","2.3003089427948","2.3003089427948","2.3003089427948","2.2999067306518555","2.2999067306518555","2.2999067306518555","2.2940003871917725","2.2940003871917725","2.2940003871917725","2.2974679470062256","2.2974679470062256","2.2974679470062256","2.2968642711639404","2.2968642711639404","2.2968642711639404"
"14","2.303483009338379","2.303483009338379","2.303483009338379","2.301487684249878","2.301487684249878","2.301487684249878","2.301406145095825","2.301406145095825","2.301406145095825","2.295620918273926","2.295620918273926","2.295620918273926","2.3024163246154785","2.3024163246154785","2.3024163246154785","2.305081367492676","2.305081367492676","2.305081367492676","2.3079516887664795","2.3079516887664795","2.3079516887664795","2.3015358448028564","2.3015358448028564","2.3015358448028564","2.3027751445770264","2.3027751445770264","2.3027751445770264","2.3045716285705566","2.3045716285705566","2.3045716285705566"
"15","2.303469181060791","2.303469181060791","2.303469181060791","2.2962324619293213","2.2962324619293213","2.2962324619293213","2.3014721870422363","2.3014721870422363","2.3014721870422363","2.3078575134277344","2.3078575134277344","2.3078575134277344","2.297523021697998","2.297523021697998","2.297523021697998","2.30204439163208","2.30204439163208","2.30204439163208","2.3012588024139404","2.3012588024139404","2.3012588024139404","2.298607587814331","2.298607587814331","2.298607587814331","2.299694776535034","2.299694776535034","2.299694776535034","","",""
"16","2.300208568572998","2.300208568572998","2.300208568572998","2.302950620651245","2.302950620651245","2.302950620651245","2.3045098781585693","2.3045098781585693","2.3045098781585693","2.3026540279388428","2.3026540279388428","2.3026540279388428","2.303628921508789","2.303628921508789","2.303628921508789","2.3037502765655518","2.3037502765655518","2.3037502765655518","2.300330638885498","2.300330638885498","2.300330638885498","2.309910774230957","2.309910774230957","2.309910774230957","2.2942349910736084","2.2942349910736084","2.2942349910736084","","",""
"17","2.3003528118133545","2.3003528118133545","2.3003528118133545","2.3034424781799316","2.3034424781799316","2.3034424781799316","2.3025195598602295","2.3025195598602295","2.3025195598602295","2.297569990158081","2.297569990158081","2.297569990158081","2.3102009296417236","2.3102009296417236","2.3102009296417236","2.303790807723999","2.303790807723999","2.303790807723999","2.29929256439209","2.29929256439209","2.29929256439209","2.311030626296997","2.311030626296997","2.311030626296997","2.303816556930542","2.303816556930542","2.303816556930542","","",""
"18","2.2990705966949463","2.2990705966949463","2.2990705966949463","2.3036794662475586","2.3036794662475586","2.3036794662475586","2.302741527557373","2.302741527557373","2.302741527557373","2.3028533458709717","2.3028533458709717","2.3028533458709717","2.301100969314575","2.301100969314575","2.301100969314575","2.3007779121398926","2.3007779121398926","2.3007779121398926","2.2991323471069336","2.2991323471069336","2.2991323471069336","2.3047218322753906","2.3047218322753906","2.3047218322753906","2.292290210723877","2.292290210723877","2.292290210723877","2.2970876693725586","2.2970876693725586","2.2970876693725586"
"19","2.303450584411621","2.303450584411621","2.303450584411621","2.3017542362213135","2.3017542362213135","2.3017542362213135","2.304701805114746","2.304701805114746","2.304701805114746","2.3044052124023438","2.3044052124023438","2.3044052124023438","2.3002891540527344","2.3002891540527344","2.3002891540527344","2.299264430999756","2.299264430999756","2.299264430999756","2.3002190589904785","2.3002190589904785","2.3002190589904785","2.29963755607605","2.29963755607605","2.29963755607605","2.301940441131592","2.301940441131592","2.301940441131592","2.3032145500183105","2.3032145500183105","2.3032145500183105"
"20","2.3001134395599365","2.3001134395599365","2.3001134395599365","2.3029732704162598","2.3029732704162598","2.3029732704162598","2.30403470993042","2.30403470993042","2.30403470993042","2.3000190258026123","2.3000190258026123","2.3000190258026123","2.2979767322540283","2.2979767322540283","2.2979767322540283","2.301220178604126","2.301220178604126","2.301220178604126","2.299670457839966","2.299670457839966","2.299670457839966","2.293544292449951","2.293544292449951","2.293544292449951","2.2990310192108154","2.2990310192108154","2.2990310192108154","2.2979400157928467","2.2979400157928467","2.2979400157928467"
"21","2.301905870437622","2.301905870437622","2.301905870437622","2.3002564907073975","2.3002564907073975","2.3002564907073975","2.299237012863159","2.299237012863159","2.299237012863159","2.3011629581451416","2.3011629581451416","2.3011629581451416","2.2991888523101807","2.2991888523101807","2.2991888523101807","2.2990853786468506","2.2990853786468506","2.2990853786468506","2.299607992172241","2.299607992172241","2.299607992172241","2.3016350269317627","2.3016350269317627","2.3016350269317627","2.2994256019592285","2.2994256019592285","2.2994256019592285","2.3063488006591797","2.3063488006591797","2.3063488006591797"
"22","2.298774242401123","2.298774242401123","2.298774242401123","2.304450511932373","2.304450511932373","2.304450511932373","2.3021275997161865","2.3021275997161865","2.3021275997161865","2.299410104751587","2.299410104751587","2.299410104751587","2.301514148712158","2.301514148712158","2.301514148712158","2.3019487857818604","2.3019487857818604","2.3019487857818604","2.2971339225769043","2.2971339225769043","2.2971339225769043","2.3063063621520996","2.3063063621520996","2.3063063621520996","2.30163836479187","2.30163836479187","2.30163836479187","2.307508945465088","2.307508945465088","2.307508945465088"
"23","2.3042852878570557","2.3042852878570557","2.3042852878570557","2.302211284637451","2.302211284637451","2.302211284637451","2.301379680633545","2.301379680633545","2.301379680633545","2.3051016330718994","2.3051016330718994","2.3051016330718994","2.3032493591308594","2.3032493591308594","2.3032493591308594","2.2983365058898926","2.2983365058898926","2.2983365058898926","2.2977113723754883","2.2977113723754883","2.2977113723754883","2.3019919395446777","2.3019919395446777","2.3019919395446777","2.300065517425537","2.300065517425537","2.300065517425537","2.302042245864868","2.302042245864868","2.302042245864868"
"24","2.3009612560272217","2.3009612560272217","2.3009612560272217","2.301705837249756","2.301705837249756","2.301705837249756","2.3030145168304443","2.3030145168304443","2.3030145168304443","2.2980875968933105","2.2980875968933105","2.2980875968933105","2.298583984375","2.298583984375","2.298583984375","2.2998788356781006","2.2998788356781006","2.2998788356781006","2.300325870513916","2.300325870513916","2.300325870513916","2.3050618171691895","2.3050618171691895","2.3050618171691895","2.2993247509002686","2.2993247509002686","2.2993247509002686","2.3017349243164062","2.3017349243164062","2.3017349243164062"
"25","2.299750328063965","2.299750328063965","2.299750328063965","2.3020193576812744","2.3020193576812744","2.3020193576812744","2.303096055984497","2.303096055984497","2.303096055984497","2.30116605758667","2.30116605758667","2.30116605758667","2.29779314994812","2.29779314994812","2.29779314994812","2.307119607925415","2.307119607925415","2.307119607925415","2.299293279647827","2.299293279647827","2.299293279647827","2.31437611579895","2.31437611579895","2.31437611579895","2.3011505603790283","2.3011505603790283","2.3011505603790283","2.302865982055664","2.302865982055664","2.302865982055664"
"26","2.3008322715759277","2.3008322715759277","2.3008322715759277","2.3007328510284424","2.3007328510284424","2.3007328510284424","2.298426866531372","2.298426866531372","2.298426866531372","2.299668073654175","2.299668073654175","2.299668073654175","2.303234338760376","2.303234338760376","2.303234338760376","2.302150011062622","2.302150011062622","2.302150011062622","2.2968289852142334","2.2968289852142334","2.2968289852142334","2.316455364227295","2.316455364227295","2.316455364227295","2.300672769546509","2.300672769546509","2.300672769546509","2.3081536293029785","2.3081536293029785","2.3081536293029785"
"27","2.2989566326141357","2.2989566326141357","2.2989566326141357","2.3000030517578125","2.3000030517578125","2.3000030517578125","2.299471616744995","2.299471616744995","2.299471616744995","2.2965691089630127","2.2965691089630127","2.2965691089630127","2.299480438232422","2.299480438232422","2.299480438232422","2.3020055294036865","2.3020055294036865","2.3020055294036865","2.298006534576416","2.298006534576416","2.298006534576416","2.2897143363952637","2.2897143363952637","2.2897143363952637","2.2998502254486084","2.2998502254486084","2.2998502254486084","2.2904856204986572","2.2904856204986572","2.2904856204986572"
"28","2.2979073524475098","2.2979073524475098","2.2979073524475098","2.296321153640747","2.296321153640747","2.296321153640747","2.300173282623291","2.300173282623291","2.300173282623291","2.2982964515686035","2.2982964515686035","2.2982964515686035","2.2972404956817627","2.2972404956817627","2.2972404956817627","2.303010940551758","2.303010940551758","2.303010940551758","2.3005242347717285","2.3005242347717285","2.3005242347717285","2.308626651763916","2.308626651763916","2.308626651763916","2.3011627197265625","2.3011627197265625","2.3011627197265625","2.293401002883911","2.293401002883911","2.293401002883911"
"29","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3063337802886963","2.3063337802886963","2.3063337802886963"
"30","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.302640676498413","2.302640676498413","2.302640676498413"
"31","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2999038696289062","2.2999038696289062","2.2999038696289062"
"32","2.2996082305908203","2.2996082305908203","2.2996082305908203","2.3013174533843994","2.3013174533843994","2.3013174533843994","2.3001017570495605","2.3001017570495605","2.3001017570495605","2.296513080596924","2.296513080596924","2.296513080596924","2.298095226287842","2.298095226287842","2.298095226287842","2.3016178607940674","2.3016178607940674","2.3016178607940674","2.294780731201172","2.294780731201172","2.294780731201172","2.2995660305023193","2.2995660305023193","2.2995660305023193","2.3017401695251465","2.3017401695251465","2.3017401695251465","","",""
"33","2.303445816040039","2.303445816040039","2.303445816040039","2.3019397258758545","2.3019397258758545","2.3019397258758545","2.296846389770508","2.296846389770508","2.296846389770508","2.298567533493042","2.298567533493042","2.298567533493042","2.3015942573547363","2.3015942573547363","2.3015942573547363","2.3016932010650635","2.3016932010650635","2.3016932010650635","2.291339635848999","2.291339635848999","2.291339635848999","2.3054749965667725","2.3054749965667725","2.3054749965667725","2.3009068965911865","2.3009068965911865","2.3009068965911865","","",""
"34","2.3010172843933105","2.3010172843933105","2.3010172843933105","2.296675682067871","2.296675682067871","2.296675682067871","2.2983219623565674","2.2983219623565674","2.2983219623565674","2.2996251583099365","2.2996251583099365","2.2996251583099365","2.3011820316314697","2.3011820316314697","2.3011820316314697","2.3001978397369385","2.3001978397369385","2.3001978397369385","2.292099952697754","2.292099952697754","2.292099952697754","2.303269147872925","2.303269147872925","2.303269147872925","2.304807186126709","2.304807186126709","2.304807186126709","","",""
"35","2.2993602752685547","2.2993602752685547","2.2993602752685547","2.301581859588623","2.301581859588623","2.301581859588623","2.2981679439544678","2.2981679439544678","2.2981679439544678","2.2927134037017822","2.2927134037017822","2.2927134037017822","2.30564284324646","2.30564284324646","2.30564284324646","2.30434250831604","2.30434250831604","2.30434250831604","2.296708106994629","2.296708106994629","2.296708106994629","2.29193115234375","2.29193115234375","2.29193115234375","2.3004627227783203","2.3004627227783203","2.3004627227783203","2.3092894554138184","2.3092894554138184","2.3092894554138184"
"36","2.293745994567871","2.293745994567871","2.293745994567871","2.2991127967834473","2.2991127967834473","2.2991127967834473","2.3025214672088623","2.3025214672088623","2.3025214672088623","2.294966459274292","2.294966459274292","2.294966459274292","2.303697347640991","2.303697347640991","2.303697347640991","2.300198554992676","2.300198554992676","2.300198554992676","2.2969067096710205","2.2969067096710205","2.2969067096710205","2.289478063583374","2.289478063583374","2.289478063583374","2.297192096710205","2.297192096710205","2.297192096710205","2.3000895977020264","2.3000895977020264","2.3000895977020264"
"37","2.294055223464966","2.294055223464966","2.294055223464966","2.2962095737457275","2.2962095737457275","2.2962095737457275","2.2994136810302734","2.2994136810302734","2.2994136810302734","2.288783311843872","2.288783311843872","2.288783311843872","2.2982587814331055","2.2982587814331055","2.2982587814331055","2.302495002746582","2.302495002746582","2.302495002746582","2.283430576324463","2.283430576324463","2.283430576324463","2.296388626098633","2.296388626098633","2.296388626098633","2.299755096435547","2.299755096435547","2.299755096435547","2.302997589111328","2.302997589111328","2.302997589111328"
"38","2.2964026927948","2.2964026927948","2.2964026927948","2.297405958175659","2.297405958175659","2.297405958175659","2.289811611175537","2.289811611175537","2.289811611175537","2.294069528579712","2.294069528579712","2.294069528579712","2.302280902862549","2.302280902862549","2.302280902862549","2.2963027954101562","2.2963027954101562","2.2963027954101562","2.2862708568573","2.2862708568573","2.2862708568573","2.29807186126709","2.29807186126709","2.29807186126709","2.298485040664673","2.298485040664673","2.298485040664673","2.2918577194213867","2.2918577194213867","2.2918577194213867"
"39","2.2962682247161865","2.2962682247161865","2.2962682247161865","2.303209066390991","2.303209066390991","2.303209066390991","2.2981700897216797","2.2981700897216797","2.2981700897216797","2.2948198318481445","2.2948198318481445","2.2948198318481445","2.2988548278808594","2.2988548278808594","2.2988548278808594","2.298121452331543","2.298121452331543","2.298121452331543","2.2753748893737793","2.2753748893737793","2.2753748893737793","2.308274984359741","2.308274984359741","2.308274984359741","2.3033385276794434","2.3033385276794434","2.3033385276794434","2.3078930377960205","2.3078930377960205","2.3078930377960205"
"40","2.290645122528076","2.290645122528076","2.290645122528076","2.298651933670044","2.298651933670044","2.298651933670044","2.29107928276062","2.29107928276062","2.29107928276062","2.2878942489624023","2.2878942489624023","2.2878942489624023","2.302273988723755","2.302273988723755","2.302273988723755","2.3012137413024902","2.3012137413024902","2.3012137413024902","2.2290401458740234","2.2290401458740234","2.2290401458740234","2.2989370822906494","2.2989370822906494","2.2989370822906494","2.297638177871704","2.297638177871704","2.297638177871704","2.2959868907928467","2.2959868907928467","2.2959868907928467"
"41","2.299311637878418","2.299311637878418","2.299311637878418","2.2957873344421387","2.2957873344421387","2.2957873344421387","2.2753217220306396","2.2753217220306396","2.2753217220306396","2.2801010608673096","2.2801010608673096","2.2801010608673096","2.299565315246582","2.299565315246582","2.299565315246582","2.3015778064727783","2.3015778064727783","2.3015778064727783","2.206825017929077","2.206825017929077","2.206825017929077","2.3019232749938965","2.3019232749938965","2.3019232749938965","2.295041084289551","2.295041084289551","2.295041084289551","2.3041157722473145","2.3041157722473145","2.3041157722473145"
"42","2.2793707847595215","2.2793707847595215","2.2793707847595215","2.293846368789673","2.293846368789673","2.293846368789673","2.274228811264038","2.274228811264038","2.274228811264038","2.272080183029175","2.272080183029175","2.272080183029175","2.298825740814209","2.298825740814209","2.298825740814209","2.2946133613586426","2.2946133613586426","2.2946133613586426","2.176408290863037","2.176408290863037","2.176408290863037","2.3223390579223633","2.3223390579223633","2.3223390579223633","2.2956812381744385","2.2956812381744385","2.2956812381744385","2.293917655944824","2.293917655944824","2.293917655944824"
"43","2.2887682914733887","2.2887682914733887","2.2887682914733887","2.291494369506836","2.291494369506836","2.291494369506836","2.2780232429504395","2.2780232429504395","2.2780232429504395","2.274325370788574","2.274325370788574","2.274325370788574","2.297426462173462","2.297426462173462","2.297426462173462","2.302678108215332","2.302678108215332","2.302678108215332","2.129185199737549","2.129185199737549","2.129185199737549","2.3027219772338867","2.3027219772338867","2.3027219772338867","2.298793077468872","2.298793077468872","2.298793077468872","2.30623459815979","2.30623459815979","2.30623459815979"
"44","2.274898052215576","2.274898052215576","2.274898052215576","2.298988103866577","2.298988103866577","2.298988103866577","2.2642736434936523","2.2642736434936523","2.2642736434936523","2.2711844444274902","2.2711844444274902","2.2711844444274902","2.2989251613616943","2.2989251613616943","2.2989251613616943","2.295203685760498","2.295203685760498","2.295203685760498","2.0212535858154297","2.0212535858154297","2.0212535858154297","2.3099522590637207","2.3099522590637207","2.3099522590637207","2.297611951828003","2.297611951828003","2.297611951828003","2.293808937072754","2.293808937072754","2.293808937072754"
"45","2.230672597885132","2.230672597885132","2.230672597885132","2.302957534790039","2.302957534790039","2.302957534790039","2.2536587715148926","2.2536587715148926","2.2536587715148926","2.2589457035064697","2.2589457035064697","2.2589457035064697","2.3006186485290527","2.3006186485290527","2.3006186485290527","2.303812026977539","2.303812026977539","2.303812026977539","2.056107759475708","2.056107759475708","2.056107759475708","2.3085429668426514","2.3085429668426514","2.3085429668426514","2.296154737472534","2.296154737472534","2.296154737472534","2.303593158721924","2.303593158721924","2.303593158721924"
"46","2.2505431175231934","2.2505431175231934","2.2505431175231934","2.2966880798339844","2.2966880798339844","2.2966880798339844","2.229437828063965","2.229437828063965","2.229437828063965","2.248034715652466","2.248034715652466","2.248034715652466","2.298870801925659","2.298870801925659","2.298870801925659","2.3018267154693604","2.3018267154693604","2.3018267154693604","2.1340527534484863","2.1340527534484863","2.1340527534484863","2.2889370918273926","2.2889370918273926","2.2889370918273926","2.2899794578552246","2.2899794578552246","2.2899794578552246","2.2967991828918457","2.2967991828918457","2.2967991828918457"
"47","2.278049945831299","2.278049945831299","2.278049945831299","2.2951037883758545","2.2951037883758545","2.2951037883758545","2.177468776702881","2.177468776702881","2.177468776702881","2.266770601272583","2.266770601272583","2.266770601272583","2.2996647357940674","2.2996647357940674","2.2996647357940674","2.2990808486938477","2.2990808486938477","2.2990808486938477","2.0498452186584473","2.0498452186584473","2.0498452186584473","2.310586929321289","2.310586929321289","2.310586929321289","2.285691976547241","2.285691976547241","2.285691976547241","2.3010337352752686","2.3010337352752686","2.3010337352752686"
"48","2.2745602130889893","2.2745602130889893","2.2745602130889893","2.2967770099639893","2.2967770099639893","2.2967770099639893","2.227531909942627","2.227531909942627","2.227531909942627","2.1333930492401123","2.1333930492401123","2.1333930492401123","2.297485589981079","2.297485589981079","2.297485589981079","2.300593852996826","2.300593852996826","2.300593852996826","1.8723819255828857","1.8723819255828857","1.8723819255828857","2.299635171890259","2.299635171890259","2.299635171890259","2.2930688858032227","2.2930688858032227","2.2930688858032227","2.3057334423065186","2.3057334423065186","2.3057334423065186"
"49","2.235470771789551","2.235470771789551","2.235470771789551","2.291801691055298","2.291801691055298","2.291801691055298","2.130920886993408","2.130920886993408","2.130920886993408","2.1700313091278076","2.1700313091278076","2.1700313091278076","2.298192024230957","2.298192024230957","2.298192024230957","2.297820568084717","2.297820568084717","2.297820568084717","2.072413682937622","2.072413682937622","2.072413682937622","2.3022501468658447","2.3022501468658447","2.3022501468658447","2.2871603965759277","2.2871603965759277","2.2871603965759277","","",""
"50","2.1989457607269287","2.1989457607269287","2.1989457607269287","2.2863337993621826","2.2863337993621826","2.2863337993621826","2.09536075592041","2.09536075592041","2.09536075592041","2.095202684402466","2.095202684402466","2.095202684402466","2.298412322998047","2.298412322998047","2.298412322998047","2.2965481281280518","2.2965481281280518","2.2965481281280518","2.2244019508361816","2.2244019508361816","2.2244019508361816","2.30668568611145","2.30668568611145","2.30668568611145","2.2832248210906982","2.2832248210906982","2.2832248210906982","","",""
"51","2.2336690425872803","2.2336690425872803","2.2336690425872803","2.282069444656372","2.282069444656372","2.282069444656372","2.206477642059326","2.206477642059326","2.206477642059326","2.135822057723999","2.135822057723999","2.135822057723999","2.2957282066345215","2.2957282066345215","2.2957282066345215","2.3004870414733887","2.3004870414733887","2.3004870414733887","1.8727021217346191","1.8727021217346191","1.8727021217346191","2.2981677055358887","2.2981677055358887","2.2981677055358887","2.2694787979125977","2.2694787979125977","2.2694787979125977","","",""
"52","2.190959930419922","2.190959930419922","2.190959930419922","2.29476261138916","2.29476261138916","2.29476261138916","2.134903907775879","2.134903907775879","2.134903907775879","2.101233720779419","2.101233720779419","2.101233720779419","2.2934577465057373","2.2934577465057373","2.2934577465057373","2.2986443042755127","2.2986443042755127","2.2986443042755127","1.8789907693862915","1.8789907693862915","1.8789907693862915","2.3031821250915527","2.3031821250915527","2.3031821250915527","2.2576911449432373","2.2576911449432373","2.2576911449432373","2.298994302749634","2.298994302749634","2.298994302749634"
