"Step","stoic-sweep-10 - train_loss_step","stoic-sweep-10 - train_loss_step__MIN","stoic-sweep-10 - train_loss_step__MAX","wobbly-sweep-9 - train_loss_step","wobbly-sweep-9 - train_loss_step__MIN","wobbly-sweep-9 - train_loss_step__MAX","different-sweep-8 - train_loss_step","different-sweep-8 - train_loss_step__MIN","different-sweep-8 - train_loss_step__MAX","fresh-sweep-7 - train_loss_step","fresh-sweep-7 - train_loss_step__MIN","fresh-sweep-7 - train_loss_step__MAX","vague-sweep-6 - train_loss_step","vague-sweep-6 - train_loss_step__MIN","vague-sweep-6 - train_loss_step__MAX","autumn-sweep-5 - train_loss_step","autumn-sweep-5 - train_loss_step__MIN","autumn-sweep-5 - train_loss_step__MAX","peachy-sweep-4 - train_loss_step","peachy-sweep-4 - train_loss_step__MIN","peachy-sweep-4 - train_loss_step__MAX","resilient-sweep-3 - train_loss_step","resilient-sweep-3 - train_loss_step__MIN","resilient-sweep-3 - train_loss_step__MAX","crimson-sweep-2 - train_loss_step","crimson-sweep-2 - train_loss_step__MIN","crimson-sweep-2 - train_loss_step__MAX","legendary-sweep-1 - train_loss_step","legendary-sweep-1 - train_loss_step__MIN","legendary-sweep-1 - train_loss_step__MAX"
"53","2.215656280517578","2.215656280517578","2.215656280517578","2.2778048515319824","2.2778048515319824","2.2778048515319824","1.8127617835998535","1.8127617835998535","1.8127617835998535","2.014521360397339","2.014521360397339","2.014521360397339","2.29329776763916","2.29329776763916","2.29329776763916","2.29740834236145","2.29740834236145","2.29740834236145","2.175316572189331","2.175316572189331","2.175316572189331","2.3068387508392334","2.3068387508392334","2.3068387508392334","2.2898330688476562","2.2898330688476562","2.2898330688476562","2.310086965560913","2.310086965560913","2.310086965560913"
"54","2.2072529792785645","2.2072529792785645","2.2072529792785645","2.2830419540405273","2.2830419540405273","2.2830419540405273","2.0156757831573486","2.0156757831573486","2.0156757831573486","2.0507917404174805","2.0507917404174805","2.0507917404174805","2.2900478839874268","2.2900478839874268","2.2900478839874268","2.2966887950897217","2.2966887950897217","2.2966887950897217","2.0188405513763428","2.0188405513763428","2.0188405513763428","2.297039031982422","2.297039031982422","2.297039031982422","2.245274305343628","2.245274305343628","2.245274305343628","2.299001455307007","2.299001455307007","2.299001455307007"
"55","2.2800581455230713","2.2800581455230713","2.2800581455230713","2.26131272315979","2.26131272315979","2.26131272315979","2.1615891456604004","2.1615891456604004","2.1615891456604004","1.8960158824920654","1.8960158824920654","1.8960158824920654","2.294827461242676","2.294827461242676","2.294827461242676","2.293466806411743","2.293466806411743","2.293466806411743","1.852900743484497","1.852900743484497","1.852900743484497","2.304598808288574","2.304598808288574","2.304598808288574","2.184417724609375","2.184417724609375","2.184417724609375","2.2895495891571045","2.2895495891571045","2.2895495891571045"
"56","2.140964984893799","2.140964984893799","2.140964984893799","2.2399988174438477","2.2399988174438477","2.2399988174438477","2.2509684562683105","2.2509684562683105","2.2509684562683105","1.8451570272445679","1.8451570272445679","1.8451570272445679","2.2861781120300293","2.2861781120300293","2.2861781120300293","2.289496898651123","2.289496898651123","2.289496898651123","2.0956294536590576","2.0956294536590576","2.0956294536590576","2.3050451278686523","2.3050451278686523","2.3050451278686523","2.142228364944458","2.142228364944458","2.142228364944458","2.303302764892578","2.303302764892578","2.303302764892578"
"57","1.988173246383667","1.988173246383667","1.988173246383667","2.2548325061798096","2.2548325061798096","2.2548325061798096","2.054857015609741","2.054857015609741","2.054857015609741","2.088512420654297","2.088512420654297","2.088512420654297","2.291339159011841","2.291339159011841","2.291339159011841","2.3019027709960938","2.3019027709960938","2.3019027709960938","2.172091245651245","2.172091245651245","2.172091245651245","2.302936553955078","2.302936553955078","2.302936553955078","2.020102024078369","2.020102024078369","2.020102024078369","2.3076162338256836","2.3076162338256836","2.3076162338256836"
"58","1.938321828842163","1.938321828842163","1.938321828842163","2.230929374694824","2.230929374694824","2.230929374694824","2.275179862976074","2.275179862976074","2.275179862976074","1.9862138032913208","1.9862138032913208","1.9862138032913208","2.2762410640716553","2.2762410640716553","2.2762410640716553","2.2970855236053467","2.2970855236053467","2.2970855236053467","1.9526944160461426","1.9526944160461426","1.9526944160461426","2.3046188354492188","2.3046188354492188","2.3046188354492188","2.2487385272979736","2.2487385272979736","2.2487385272979736","2.3050496578216553","2.3050496578216553","2.3050496578216553"
"59","2.1192479133605957","2.1192479133605957","2.1192479133605957","2.192673921585083","2.192673921585083","2.192673921585083","1.9731165170669556","1.9731165170669556","1.9731165170669556","1.921208381652832","1.921208381652832","1.921208381652832","2.2800116539001465","2.2800116539001465","2.2800116539001465","2.2791476249694824","2.2791476249694824","2.2791476249694824","1.8429265022277832","1.8429265022277832","1.8429265022277832","2.2967488765716553","2.2967488765716553","2.2967488765716553","2.0152852535247803","2.0152852535247803","2.0152852535247803","2.3045051097869873","2.3045051097869873","2.3045051097869873"
"60","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3044381141662598","2.3044381141662598","2.3044381141662598"
"61","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2995784282684326","2.2995784282684326","2.2995784282684326"
"62","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3141117095947266","2.3141117095947266","2.3141117095947266"
"63","2.0146872997283936","2.0146872997283936","2.0146872997283936","2.198918342590332","2.198918342590332","2.198918342590332","2.1309499740600586","2.1309499740600586","2.1309499740600586","1.9106782674789429","1.9106782674789429","1.9106782674789429","2.2415521144866943","2.2415521144866943","2.2415521144866943","2.2802650928497314","2.2802650928497314","2.2802650928497314","1.8204336166381836","1.8204336166381836","1.8204336166381836","2.2935967445373535","2.2935967445373535","2.2935967445373535","2.042922019958496","2.042922019958496","2.042922019958496","2.304279327392578","2.304279327392578","2.304279327392578"
"64","1.8736318349838257","1.8736318349838257","1.8736318349838257","2.244805335998535","2.244805335998535","2.244805335998535","2.045243978500366","2.045243978500366","2.045243978500366","2.0276682376861572","2.0276682376861572","2.0276682376861572","2.255840539932251","2.255840539932251","2.255840539932251","2.256088972091675","2.256088972091675","2.256088972091675","1.8831405639648438","1.8831405639648438","1.8831405639648438","2.3085508346557617","2.3085508346557617","2.3085508346557617","1.9676085710525513","1.9676085710525513","1.9676085710525513","2.309164524078369","2.309164524078369","2.309164524078369"
"65","1.9838591814041138","1.9838591814041138","1.9838591814041138","2.1868579387664795","2.1868579387664795","2.1868579387664795","1.998656153678894","1.998656153678894","1.998656153678894","1.881353497505188","1.881353497505188","1.881353497505188","2.229746103286743","2.229746103286743","2.229746103286743","2.2595882415771484","2.2595882415771484","2.2595882415771484","1.9785423278808594","1.9785423278808594","1.9785423278808594","2.2990031242370605","2.2990031242370605","2.2990031242370605","1.8539782762527466","1.8539782762527466","1.8539782762527466","2.2997443675994873","2.2997443675994873","2.2997443675994873"
"66","2.0683131217956543","2.0683131217956543","2.0683131217956543","2.0111265182495117","2.0111265182495117","2.0111265182495117","1.8918486833572388","1.8918486833572388","1.8918486833572388","1.8265377283096313","1.8265377283096313","1.8265377283096313","2.2223713397979736","2.2223713397979736","2.2223713397979736","2.266413450241089","2.266413450241089","2.266413450241089","1.8153064250946045","1.8153064250946045","1.8153064250946045","2.3102834224700928","2.3102834224700928","2.3102834224700928","2.0723440647125244","2.0723440647125244","2.0723440647125244","","",""
"67","2.152963161468506","2.152963161468506","2.152963161468506","1.8827677965164185","1.8827677965164185","1.8827677965164185","2.0819756984710693","2.0819756984710693","2.0819756984710693","1.8657724857330322","1.8657724857330322","1.8657724857330322","2.192927122116089","2.192927122116089","2.192927122116089","2.2333226203918457","2.2333226203918457","2.2333226203918457","1.6786584854125977","1.6786584854125977","1.6786584854125977","2.298056125640869","2.298056125640869","2.298056125640869","1.935341238975525","1.935341238975525","1.935341238975525","","",""
"68","2.0581560134887695","2.0581560134887695","2.0581560134887695","1.9840551614761353","1.9840551614761353","1.9840551614761353","1.8849430084228516","1.8849430084228516","1.8849430084228516","1.9816993474960327","1.9816993474960327","1.9816993474960327","2.1772918701171875","2.1772918701171875","2.1772918701171875","2.2594242095947266","2.2594242095947266","2.2594242095947266","2.029442071914673","2.029442071914673","2.029442071914673","2.2899539470672607","2.2899539470672607","2.2899539470672607","1.8226985931396484","1.8226985931396484","1.8226985931396484","","",""
"69","1.8165806531906128","1.8165806531906128","1.8165806531906128","1.998621940612793","1.998621940612793","1.998621940612793","2.001239538192749","2.001239538192749","2.001239538192749","1.677294135093689","1.677294135093689","1.677294135093689","2.1087167263031006","2.1087167263031006","2.1087167263031006","2.159925699234009","2.159925699234009","2.159925699234009","1.8132109642028809","1.8132109642028809","1.8132109642028809","2.3055713176727295","2.3055713176727295","2.3055713176727295","1.9720959663391113","1.9720959663391113","1.9720959663391113","","",""
"70","1.9109216928482056","1.9109216928482056","1.9109216928482056","2.0713067054748535","2.0713067054748535","2.0713067054748535","1.801753282546997","1.801753282546997","1.801753282546997","1.7415426969528198","1.7415426969528198","1.7415426969528198","2.215125322341919","2.215125322341919","2.215125322341919","2.1839938163757324","2.1839938163757324","2.1839938163757324","1.92460298538208","1.92460298538208","1.92460298538208","2.30037522315979","2.30037522315979","2.30037522315979","1.9783985614776611","1.9783985614776611","1.9783985614776611","","",""
"71","2.01973032951355","2.01973032951355","2.01973032951355","2.0018510818481445","2.0018510818481445","2.0018510818481445","1.7962355613708496","1.7962355613708496","1.7962355613708496","1.7736467123031616","1.7736467123031616","1.7736467123031616","1.9762767553329468","1.9762767553329468","1.9762767553329468","2.2418642044067383","2.2418642044067383","2.2418642044067383","1.6153074502944946","1.6153074502944946","1.6153074502944946","2.2967982292175293","2.2967982292175293","2.2967982292175293","2.1765329837799072","2.1765329837799072","2.1765329837799072","","",""
"72","1.7121244668960571","1.7121244668960571","1.7121244668960571","1.9453294277191162","1.9453294277191162","1.9453294277191162","2.064035177230835","2.064035177230835","2.064035177230835","1.7092857360839844","1.7092857360839844","1.7092857360839844","2.180478811264038","2.180478811264038","2.180478811264038","2.2463040351867676","2.2463040351867676","2.2463040351867676","1.9931877851486206","1.9931877851486206","1.9931877851486206","2.300359010696411","2.300359010696411","2.300359010696411","1.9320672750473022","1.9320672750473022","1.9320672750473022","","",""
"73","2.077310562133789","2.077310562133789","2.077310562133789","1.9071974754333496","1.9071974754333496","1.9071974754333496","2.0901036262512207","2.0901036262512207","2.0901036262512207","1.7593557834625244","1.7593557834625244","1.7593557834625244","2.2163777351379395","2.2163777351379395","2.2163777351379395","2.0092761516571045","2.0092761516571045","2.0092761516571045","1.9655390977859497","1.9655390977859497","1.9655390977859497","2.30468487739563","2.30468487739563","2.30468487739563","1.8954716920852661","1.8954716920852661","1.8954716920852661","","",""
"74","1.9296424388885498","1.9296424388885498","1.9296424388885498","2.0503106117248535","2.0503106117248535","2.0503106117248535","1.8802145719528198","1.8802145719528198","1.8802145719528198","1.8195327520370483","1.8195327520370483","1.8195327520370483","2.0279901027679443","2.0279901027679443","2.0279901027679443","2.025024652481079","2.025024652481079","2.025024652481079","1.6225385665893555","1.6225385665893555","1.6225385665893555","2.297158718109131","2.297158718109131","2.297158718109131","2.092918872833252","2.092918872833252","2.092918872833252","","",""
"75","2.0339548587799072","2.0339548587799072","2.0339548587799072","1.8457720279693604","1.8457720279693604","1.8457720279693604","2.016615390777588","2.016615390777588","2.016615390777588","1.7597198486328125","1.7597198486328125","1.7597198486328125","2.0372190475463867","2.0372190475463867","2.0372190475463867","1.8904563188552856","1.8904563188552856","1.8904563188552856","1.6561801433563232","1.6561801433563232","1.6561801433563232","2.3143131732940674","2.3143131732940674","2.3143131732940674","1.8876111507415771","1.8876111507415771","1.8876111507415771","","",""
"76","1.9314932823181152","1.9314932823181152","1.9314932823181152","2.0368268489837646","2.0368268489837646","2.0368268489837646","1.9226499795913696","1.9226499795913696","1.9226499795913696","1.850521445274353","1.850521445274353","1.850521445274353","1.9217705726623535","1.9217705726623535","1.9217705726623535","2.039876699447632","2.039876699447632","2.039876699447632","1.588733434677124","1.588733434677124","1.588733434677124","2.307873249053955","2.307873249053955","2.307873249053955","1.8170031309127808","1.8170031309127808","1.8170031309127808","","",""
"77","1.96027672290802","1.96027672290802","1.96027672290802","1.8463035821914673","1.8463035821914673","1.8463035821914673","1.8843424320220947","1.8843424320220947","1.8843424320220947","2.267629861831665","2.267629861831665","2.267629861831665","1.9736392498016357","1.9736392498016357","1.9736392498016357","1.9496289491653442","1.9496289491653442","1.9496289491653442","1.8396344184875488","1.8396344184875488","1.8396344184875488","2.2893271446228027","2.2893271446228027","2.2893271446228027","1.9625011682510376","1.9625011682510376","1.9625011682510376","","",""
"78","1.9724199771881104","1.9724199771881104","1.9724199771881104","1.8932714462280273","1.8932714462280273","1.8932714462280273","1.9646655321121216","1.9646655321121216","1.9646655321121216","1.6381410360336304","1.6381410360336304","1.6381410360336304","1.9942368268966675","1.9942368268966675","1.9942368268966675","1.9868876934051514","1.9868876934051514","1.9868876934051514","1.8474316596984863","1.8474316596984863","1.8474316596984863","2.2964837551116943","2.2964837551116943","2.2964837551116943","1.6924525499343872","1.6924525499343872","1.6924525499343872","","",""
"79","1.971736192703247","1.971736192703247","1.971736192703247","1.9786531925201416","1.9786531925201416","1.9786531925201416","1.9005471467971802","1.9005471467971802","1.9005471467971802","1.5990501642227173","1.5990501642227173","1.5990501642227173","1.889749526977539","1.889749526977539","1.889749526977539","1.9273343086242676","1.9273343086242676","1.9273343086242676","1.6175850629806519","1.6175850629806519","1.6175850629806519","2.3023016452789307","2.3023016452789307","2.3023016452789307","1.9735629558563232","1.9735629558563232","1.9735629558563232","","",""
"80","1.7167401313781738","1.7167401313781738","1.7167401313781738","2.086724281311035","2.086724281311035","2.086724281311035","2.0390825271606445","2.0390825271606445","2.0390825271606445","1.9552810192108154","1.9552810192108154","1.9552810192108154","1.981318712234497","1.981318712234497","1.981318712234497","1.9215222597122192","1.9215222597122192","1.9215222597122192","1.6344884634017944","1.6344884634017944","1.6344884634017944","2.3171749114990234","2.3171749114990234","2.3171749114990234","2.020524263381958","2.020524263381958","2.020524263381958","","",""
"81","1.8265413045883179","1.8265413045883179","1.8265413045883179","1.9611835479736328","1.9611835479736328","1.9611835479736328","2.0442633628845215","2.0442633628845215","2.0442633628845215","1.9777181148529053","1.9777181148529053","1.9777181148529053","2.1185405254364014","2.1185405254364014","2.1185405254364014","1.9453837871551514","1.9453837871551514","1.9453837871551514","1.7049320936203003","1.7049320936203003","1.7049320936203003","2.304258346557617","2.304258346557617","2.304258346557617","1.978030800819397","1.978030800819397","1.978030800819397","","",""
"82","1.8802412748336792","1.8802412748336792","1.8802412748336792","1.5206016302108765","1.5206016302108765","1.5206016302108765","1.837801456451416","1.837801456451416","1.837801456451416","1.713640570640564","1.713640570640564","1.713640570640564","1.9283559322357178","1.9283559322357178","1.9283559322357178","1.8718876838684082","1.8718876838684082","1.8718876838684082","1.7856017351150513","1.7856017351150513","1.7856017351150513","2.3053994178771973","2.3053994178771973","2.3053994178771973","2.063123941421509","2.063123941421509","2.063123941421509","","",""
"83","1.855503797531128","1.855503797531128","1.855503797531128","1.9495601654052734","1.9495601654052734","1.9495601654052734","1.8589293956756592","1.8589293956756592","1.8589293956756592","1.8044136762619019","1.8044136762619019","1.8044136762619019","1.952108383178711","1.952108383178711","1.952108383178711","2.184756278991699","2.184756278991699","2.184756278991699","1.416372299194336","1.416372299194336","1.416372299194336","2.3025848865509033","2.3025848865509033","2.3025848865509033","1.7412912845611572","1.7412912845611572","1.7412912845611572","","",""
"84","1.710166573524475","1.710166573524475","1.710166573524475","2.2249507904052734","2.2249507904052734","2.2249507904052734","2.0487520694732666","2.0487520694732666","2.0487520694732666","1.8443145751953125","1.8443145751953125","1.8443145751953125","1.951925277709961","1.951925277709961","1.951925277709961","2.334991455078125","2.334991455078125","2.334991455078125","1.6825199127197266","1.6825199127197266","1.6825199127197266","2.3080053329467773","2.3080053329467773","2.3080053329467773","1.7510583400726318","1.7510583400726318","1.7510583400726318","","",""
"85","1.975830078125","1.975830078125","1.975830078125","1.6395610570907593","1.6395610570907593","1.6395610570907593","2.0487568378448486","2.0487568378448486","2.0487568378448486","1.7980152368545532","1.7980152368545532","1.7980152368545532","1.7553049325942993","1.7553049325942993","1.7553049325942993","1.9010056257247925","1.9010056257247925","1.9010056257247925","1.5206866264343262","1.5206866264343262","1.5206866264343262","2.3001835346221924","2.3001835346221924","2.3001835346221924","2.050611972808838","2.050611972808838","2.050611972808838","","",""
"86","1.720237135887146","1.720237135887146","1.720237135887146","1.7024604082107544","1.7024604082107544","1.7024604082107544","1.832567572593689","1.832567572593689","1.832567572593689","1.7259421348571777","1.7259421348571777","1.7259421348571777","1.860967993736267","1.860967993736267","1.860967993736267","1.9042683839797974","1.9042683839797974","1.9042683839797974","1.6509125232696533","1.6509125232696533","1.6509125232696533","2.301896333694458","2.301896333694458","2.301896333694458","1.8201775550842285","1.8201775550842285","1.8201775550842285","","",""
"87","1.8902963399887085","1.8902963399887085","1.8902963399887085","1.7401846647262573","1.7401846647262573","1.7401846647262573","1.7636895179748535","1.7636895179748535","1.7636895179748535","1.8927112817764282","1.8927112817764282","1.8927112817764282","2.0150089263916016","2.0150089263916016","2.0150089263916016","2.0234763622283936","2.0234763622283936","2.0234763622283936","1.4606387615203857","1.4606387615203857","1.4606387615203857","2.30719256401062","2.30719256401062","2.30719256401062","2.14876651763916","2.14876651763916","2.14876651763916","","",""
"88","1.9785501956939697","1.9785501956939697","1.9785501956939697","1.9844568967819214","1.9844568967819214","1.9844568967819214","1.5882123708724976","1.5882123708724976","1.5882123708724976","1.6299721002578735","1.6299721002578735","1.6299721002578735","1.9494441747665405","1.9494441747665405","1.9494441747665405","2.035219430923462","2.035219430923462","2.035219430923462","1.7082653045654297","1.7082653045654297","1.7082653045654297","2.3085639476776123","2.3085639476776123","2.3085639476776123","1.710033655166626","1.710033655166626","1.710033655166626","","",""
"89","1.697179913520813","1.697179913520813","1.697179913520813","1.650482416152954","1.650482416152954","1.650482416152954","2.1578664779663086","2.1578664779663086","2.1578664779663086","1.8482444286346436","1.8482444286346436","1.8482444286346436","2.03467059135437","2.03467059135437","2.03467059135437","2.007885217666626","2.007885217666626","2.007885217666626","1.8361990451812744","1.8361990451812744","1.8361990451812744","2.2994349002838135","2.2994349002838135","2.2994349002838135","1.8833701610565186","1.8833701610565186","1.8833701610565186","","",""
"90","1.898821234703064","1.898821234703064","1.898821234703064","1.5858503580093384","1.5858503580093384","1.5858503580093384","1.7153693437576294","1.7153693437576294","1.7153693437576294","1.776466727256775","1.776466727256775","1.776466727256775","1.7367351055145264","1.7367351055145264","1.7367351055145264","1.9471968412399292","1.9471968412399292","1.9471968412399292","1.5347657203674316","1.5347657203674316","1.5347657203674316","2.3067617416381836","2.3067617416381836","2.3067617416381836","1.8082221746444702","1.8082221746444702","1.8082221746444702","","",""
"94","1.5858267545700073","1.5858267545700073","1.5858267545700073","1.663135290145874","1.663135290145874","1.663135290145874","1.6925817728042603","1.6925817728042603","1.6925817728042603","1.5218181610107422","1.5218181610107422","1.5218181610107422","1.6692384481430054","1.6692384481430054","1.6692384481430054","1.7327262163162231","1.7327262163162231","1.7327262163162231","1.518376111984253","1.518376111984253","1.518376111984253","2.3165111541748047","2.3165111541748047","2.3165111541748047","1.774340271949768","1.774340271949768","1.774340271949768","","",""
"95","1.8771631717681885","1.8771631717681885","1.8771631717681885","1.8750277757644653","1.8750277757644653","1.8750277757644653","1.5281095504760742","1.5281095504760742","1.5281095504760742","1.6766990423202515","1.6766990423202515","1.6766990423202515","1.828728199005127","1.828728199005127","1.828728199005127","1.8820432424545288","1.8820432424545288","1.8820432424545288","1.7536977529525757","1.7536977529525757","1.7536977529525757","2.3045549392700195","2.3045549392700195","2.3045549392700195","1.7712795734405518","1.7712795734405518","1.7712795734405518","","",""
"96","1.7850267887115479","1.7850267887115479","1.7850267887115479","1.9103832244873047","1.9103832244873047","1.9103832244873047","1.8711756467819214","1.8711756467819214","1.8711756467819214","1.5562222003936768","1.5562222003936768","1.5562222003936768","1.6329923868179321","1.6329923868179321","1.6329923868179321","1.7213289737701416","1.7213289737701416","1.7213289737701416","1.869644284248352","1.869644284248352","1.869644284248352","2.2988617420196533","2.2988617420196533","2.2988617420196533","1.7079795598983765","1.7079795598983765","1.7079795598983765","","",""
"97","2.113938093185425","2.113938093185425","2.113938093185425","1.774231195449829","1.774231195449829","1.774231195449829","1.8731778860092163","1.8731778860092163","1.8731778860092163","1.7661950588226318","1.7661950588226318","1.7661950588226318","1.9734697341918945","1.9734697341918945","1.9734697341918945","1.9015109539031982","1.9015109539031982","1.9015109539031982","1.9290522336959839","1.9290522336959839","1.9290522336959839","2.3018698692321777","2.3018698692321777","2.3018698692321777","1.7577624320983887","1.7577624320983887","1.7577624320983887","","",""
"98","1.8931089639663696","1.8931089639663696","1.8931089639663696","2.0063462257385254","2.0063462257385254","2.0063462257385254","1.7656521797180176","1.7656521797180176","1.7656521797180176","1.837697148323059","1.837697148323059","1.837697148323059","1.6776981353759766","1.6776981353759766","1.6776981353759766","1.7514910697937012","1.7514910697937012","1.7514910697937012","1.676313877105713","1.676313877105713","1.676313877105713","2.306039333343506","2.306039333343506","2.306039333343506","1.9166040420532227","1.9166040420532227","1.9166040420532227","","",""
"99","1.914698839187622","1.914698839187622","1.914698839187622","1.5485787391662598","1.5485787391662598","1.5485787391662598","1.6724697351455688","1.6724697351455688","1.6724697351455688","1.8429365158081055","1.8429365158081055","1.8429365158081055","1.808823585510254","1.808823585510254","1.808823585510254","1.8230468034744263","1.8230468034744263","1.8230468034744263","1.730844259262085","1.730844259262085","1.730844259262085","2.303504228591919","2.303504228591919","2.303504228591919","1.5085749626159668","1.5085749626159668","1.5085749626159668","","",""
"100","1.746370553970337","1.746370553970337","1.746370553970337","1.6895172595977783","1.6895172595977783","1.6895172595977783","1.6799403429031372","1.6799403429031372","1.6799403429031372","1.9235249757766724","1.9235249757766724","1.9235249757766724","1.8962916135787964","1.8962916135787964","1.8962916135787964","2.3323583602905273","2.3323583602905273","2.3323583602905273","1.7503584623336792","1.7503584623336792","1.7503584623336792","2.297619581222534","2.297619581222534","2.297619581222534","1.7263195514678955","1.7263195514678955","1.7263195514678955","","",""
"101","1.757935881614685","1.757935881614685","1.757935881614685","2.096691846847534","2.096691846847534","2.096691846847534","1.5236175060272217","1.5236175060272217","1.5236175060272217","1.6185981035232544","1.6185981035232544","1.6185981035232544","1.6014325618743896","1.6014325618743896","1.6014325618743896","1.86200749874115","1.86200749874115","1.86200749874115","1.8270862102508545","1.8270862102508545","1.8270862102508545","2.3057379722595215","2.3057379722595215","2.3057379722595215","1.558897852897644","1.558897852897644","1.558897852897644","","",""
"102","1.7539931535720825","1.7539931535720825","1.7539931535720825","1.7590153217315674","1.7590153217315674","1.7590153217315674","1.6059938669204712","1.6059938669204712","1.6059938669204712","1.659488320350647","1.659488320350647","1.659488320350647","1.8421854972839355","1.8421854972839355","1.8421854972839355","1.722235918045044","1.722235918045044","1.722235918045044","1.3324142694473267","1.3324142694473267","1.3324142694473267","2.311049222946167","2.311049222946167","2.311049222946167","1.9912813901901245","1.9912813901901245","1.9912813901901245","","",""
"103","1.8323577642440796","1.8323577642440796","1.8323577642440796","1.722153663635254","1.722153663635254","1.722153663635254","1.731818675994873","1.731818675994873","1.731818675994873","1.3534157276153564","1.3534157276153564","1.3534157276153564","1.7661832571029663","1.7661832571029663","1.7661832571029663","1.976245641708374","1.976245641708374","1.976245641708374","1.5653854608535767","1.5653854608535767","1.5653854608535767","2.303054094314575","2.303054094314575","2.303054094314575","1.4944281578063965","1.4944281578063965","1.4944281578063965","","",""
"104","1.5333824157714844","1.5333824157714844","1.5333824157714844","1.9950990676879883","1.9950990676879883","1.9950990676879883","1.5313552618026733","1.5313552618026733","1.5313552618026733","1.6692308187484741","1.6692308187484741","1.6692308187484741","1.9027655124664307","1.9027655124664307","1.9027655124664307","1.8497467041015625","1.8497467041015625","1.8497467041015625","1.5531446933746338","1.5531446933746338","1.5531446933746338","2.3017501831054688","2.3017501831054688","2.3017501831054688","1.7323713302612305","1.7323713302612305","1.7323713302612305","","",""
"105","1.7072780132293701","1.7072780132293701","1.7072780132293701","1.7437371015548706","1.7437371015548706","1.7437371015548706","1.5133596658706665","1.5133596658706665","1.5133596658706665","1.5367450714111328","1.5367450714111328","1.5367450714111328","1.6032897233963013","1.6032897233963013","1.6032897233963013","1.7068098783493042","1.7068098783493042","1.7068098783493042","1.487491250038147","1.487491250038147","1.487491250038147","2.2934839725494385","2.2934839725494385","2.2934839725494385","1.4546960592269897","1.4546960592269897","1.4546960592269897","","",""
"106","1.8809218406677246","1.8809218406677246","1.8809218406677246","1.6845028400421143","1.6845028400421143","1.6845028400421143","1.449511170387268","1.449511170387268","1.449511170387268","1.555432677268982","1.555432677268982","1.555432677268982","1.6180803775787354","1.6180803775787354","1.6180803775787354","1.9078906774520874","1.9078906774520874","1.9078906774520874","1.4873915910720825","1.4873915910720825","1.4873915910720825","2.3035342693328857","2.3035342693328857","2.3035342693328857","1.6671010255813599","1.6671010255813599","1.6671010255813599","","",""
"107","1.6734927892684937","1.6734927892684937","1.6734927892684937","2.0060458183288574","2.0060458183288574","2.0060458183288574","1.5192632675170898","1.5192632675170898","1.5192632675170898","1.5988463163375854","1.5988463163375854","1.5988463163375854","1.571564793586731","1.571564793586731","1.571564793586731","1.8407373428344727","1.8407373428344727","1.8407373428344727","1.4354504346847534","1.4354504346847534","1.4354504346847534","2.3065898418426514","2.3065898418426514","2.3065898418426514","1.6865451335906982","1.6865451335906982","1.6865451335906982","","",""
"108","1.693245768547058","1.693245768547058","1.693245768547058","1.9159172773361206","1.9159172773361206","1.9159172773361206","1.6357311010360718","1.6357311010360718","1.6357311010360718","1.6941922903060913","1.6941922903060913","1.6941922903060913","1.944804072380066","1.944804072380066","1.944804072380066","1.612821102142334","1.612821102142334","1.612821102142334","1.605094313621521","1.605094313621521","1.605094313621521","2.2971205711364746","2.2971205711364746","2.2971205711364746","1.8197540044784546","1.8197540044784546","1.8197540044784546","","",""
"109","1.4210724830627441","1.4210724830627441","1.4210724830627441","1.9767757654190063","1.9767757654190063","1.9767757654190063","1.8364853858947754","1.8364853858947754","1.8364853858947754","1.6151503324508667","1.6151503324508667","1.6151503324508667","2.207153558731079","2.207153558731079","2.207153558731079","1.6445748805999756","1.6445748805999756","1.6445748805999756","1.543723702430725","1.543723702430725","1.543723702430725","2.304738759994507","2.304738759994507","2.304738759994507","1.6390875577926636","1.6390875577926636","1.6390875577926636","","",""
"110","1.95468270778656","1.95468270778656","1.95468270778656","1.6774696111679077","1.6774696111679077","1.6774696111679077","1.4779788255691528","1.4779788255691528","1.4779788255691528","1.3817598819732666","1.3817598819732666","1.3817598819732666","1.6740378141403198","1.6740378141403198","1.6740378141403198","1.8494861125946045","1.8494861125946045","1.8494861125946045","1.618276834487915","1.618276834487915","1.618276834487915","2.3012731075286865","2.3012731075286865","2.3012731075286865","1.7568073272705078","1.7568073272705078","1.7568073272705078","","",""
"111","1.4318522214889526","1.4318522214889526","1.4318522214889526","1.6119362115859985","1.6119362115859985","1.6119362115859985","1.9266963005065918","1.9266963005065918","1.9266963005065918","1.644336223602295","1.644336223602295","1.644336223602295","1.5443235635757446","1.5443235635757446","1.5443235635757446","1.7710052728652954","1.7710052728652954","1.7710052728652954","1.4776374101638794","1.4776374101638794","1.4776374101638794","2.2865982055664062","2.2865982055664062","2.2865982055664062","1.745805263519287","1.745805263519287","1.745805263519287","","",""
