"Step","stoic-sweep-10 - test_acc","stoic-sweep-10 - test_acc__MIN","stoic-sweep-10 - test_acc__MAX","wobbly-sweep-9 - test_acc","wobbly-sweep-9 - test_acc__MIN","wobbly-sweep-9 - test_acc__MAX","different-sweep-8 - test_acc","different-sweep-8 - test_acc__MIN","different-sweep-8 - test_acc__MAX","fresh-sweep-7 - test_acc","fresh-sweep-7 - test_acc__MIN","fresh-sweep-7 - test_acc__MAX","vague-sweep-6 - test_acc","vague-sweep-6 - test_acc__MIN","vague-sweep-6 - test_acc__MAX","autumn-sweep-5 - test_acc","autumn-sweep-5 - test_acc__MIN","autumn-sweep-5 - test_acc__MAX","peachy-sweep-4 - test_acc","peachy-sweep-4 - test_acc__MIN","peachy-sweep-4 - test_acc__MAX","resilient-sweep-3 - test_acc","resilient-sweep-3 - test_acc__MIN","resilient-sweep-3 - test_acc__MAX","crimson-sweep-2 - test_acc","crimson-sweep-2 - test_acc__MIN","crimson-sweep-2 - test_acc__MAX","legendary-sweep-1 - test_acc","legendary-sweep-1 - test_acc__MIN","legendary-sweep-1 - test_acc__MAX"
"69","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"125","","","","","","","","","","","","","","","","","","","","","","0.10000000149011612","0.10000000149011612","0.10000000149011612","","","","","",""
"156","0.4650000035762787","0.4650000035762787","0.4650000035762787","0.44749999046325684","0.44749999046325684","0.44749999046325684","0.4799000024795532","0.4799000024795532","0.4799000024795532","0.4426000118255615","0.4426000118255615","0.4426000118255615","0.4474000036716461","0.4474000036716461","0.4474000036716461","0.44339999556541443","0.44339999556541443","0.44339999556541443","0.4887000024318695","0.4887000024318695","0.4887000024318695","","","","0.45339998602867126","0.45339998602867126","0.45339998602867126","","",""
